ENSG	name	logFC	P.Value
ENSG00000162032	SPSB3	 2.45e-02	6.36e-01
ENSG00000137221	TJAP1	-2.25e-02	6.36e-01
ENSG00000272896	RP11-216L13.17	 1.10e-01	6.36e-01
ENSG00000132688	NES	-7.22e-02	6.36e-01
ENSG00000162714	ZNF496	 1.83e-02	6.36e-01
ENSG00000148908	RGS10	-9.80e-02	6.36e-01
ENSG00000117245	KIF17	-5.26e-02	6.36e-01
ENSG00000162783	IER5	-6.91e-02	6.36e-01
ENSG00000165716	FAM69B	 4.11e-02	6.37e-01
ENSG00000232119	MCTS1	-2.74e-02	6.37e-01
ENSG00000196943	NOP9	 1.51e-02	6.37e-01
ENSG00000111877	MCM9	-2.19e-02	6.37e-01
ENSG00000091622	PITPNM3	-5.82e-02	6.37e-01
ENSG00000041802	LSG1	 1.67e-02	6.37e-01
ENSG00000117480	FAAH	-5.30e-02	6.37e-01
ENSG00000142188	TMEM50B	 1.90e-02	6.37e-01
ENSG00000214279	SCART1	 4.36e-02	6.37e-01
ENSG00000197746	PSAP	 2.66e-02	6.37e-01
ENSG00000166262	FAM227B	-3.34e-02	6.38e-01
ENSG00000163161	ERCC3	 1.35e-02	6.38e-01
ENSG00000180190	TDRP	-3.36e-02	6.38e-01
ENSG00000127412	TRPV5	 1.43e-01	6.38e-01
ENSG00000164944	KIAA1429	 1.55e-02	6.38e-01
ENSG00000168268	NT5DC2	-4.25e-02	6.38e-01
ENSG00000005339	CREBBP	-3.69e-02	6.38e-01
ENSG00000138772	ANXA3	 5.80e-02	6.38e-01
ENSG00000109061	MYH1	 1.73e-01	6.38e-01
ENSG00000164818	DNAAF5	 3.23e-02	6.38e-01
ENSG00000147416	ATP6V1B2	-1.68e-02	6.38e-01
ENSG00000110442	COMMD9	 3.00e-02	6.38e-01
ENSG00000270249	RP11-514P8.7	 9.72e-02	6.39e-01
ENSG00000284505	LYNX1-SLURP2	-1.19e-01	6.39e-01
ENSG00000198455	ZXDB	 1.82e-02	6.39e-01
ENSG00000163751	CPA3	 1.05e-01	6.39e-01
ENSG00000121904	CSMD2	-9.13e-02	6.39e-01
ENSG00000117519	CNN3	 4.71e-02	6.39e-01
ENSG00000105472	CLEC11A	 7.10e-02	6.39e-01
ENSG00000138036	DYNC2LI1	-2.29e-02	6.40e-01
ENSG00000102144	PGK1	-3.93e-02	6.40e-01
ENSG00000149557	FEZ1	-6.73e-02	6.40e-01
ENSG00000101654	RNMT	 1.71e-02	6.40e-01
ENSG00000064205	WISP2	 8.02e-02	6.40e-01
ENSG00000181544	FANCB	 3.53e-02	6.40e-01
ENSG00000273841	TAF9	 2.37e-02	6.40e-01
ENSG00000175073	VCPIP1	-1.37e-02	6.40e-01
ENSG00000283761	RP4-714D9.5	 4.04e-02	6.40e-01
ENSG00000204592	HLA-E	 3.69e-02	6.40e-01
ENSG00000005700	IBTK	-2.16e-02	6.41e-01
ENSG00000123240	OPTN	 3.78e-02	6.41e-01
ENSG00000137496	IL18BP	 3.00e-02	6.41e-01
ENSG00000162763	LRRC52	-1.44e-01	6.41e-01
ENSG00000239264	TXNDC5	 3.35e-02	6.41e-01
ENSG00000261609	GAN	-1.89e-02	6.41e-01
ENSG00000127720	METTL25	-3.35e-02	6.41e-01
ENSG00000139675	HNRNPA1L2	 3.02e-02	6.41e-01
ENSG00000158488	CD1E	 1.66e-01	6.41e-01
ENSG00000126787	DLGAP5	 1.60e-01	6.41e-01
ENSG00000285330	AC004067.6	-3.66e-01	6.41e-01
ENSG00000204628	RACK1	 1.94e-02	6.41e-01
ENSG00000184635	ZNF93	 5.18e-02	6.42e-01
ENSG00000138641	HERC3	 2.20e-02	6.42e-01
ENSG00000182916	TCEAL7	 7.98e-02	6.42e-01
ENSG00000196693	ZNF33B	 4.27e-02	6.42e-01
ENSG00000102057	KCND1	 6.26e-02	6.42e-01
ENSG00000108854	SMURF2	 1.59e-02	6.42e-01
ENSG00000144741	SLC25A26	 2.58e-02	6.42e-01
ENSG00000041988	THAP3	 1.87e-02	6.42e-01
ENSG00000182552	RWDD4	-2.62e-02	6.42e-01
ENSG00000127603	MACF1	-3.57e-02	6.42e-01
ENSG00000139291	TMEM19	 2.12e-02	6.43e-01
ENSG00000183018	SPNS2	 4.50e-02	6.43e-01
ENSG00000104880	ARHGEF18	 2.01e-02	6.43e-01
ENSG00000146963	LUC7L2	-2.09e-02	6.43e-01
ENSG00000109771	LRP2BP	 6.42e-02	6.43e-01
ENSG00000117505	DR1	 1.53e-02	6.43e-01
ENSG00000123095	BHLHE41	-4.30e-02	6.43e-01
ENSG00000163624	CDS1	 1.11e-01	6.43e-01
ENSG00000198010	DLGAP2	 1.06e-01	6.43e-01
ENSG00000109606	DHX15	-1.29e-02	6.43e-01
ENSG00000135253	KCP	-4.95e-02	6.43e-01
ENSG00000142002	DPP9	-2.49e-02	6.44e-01
ENSG00000205517	RGL3	-7.67e-02	6.44e-01
ENSG00000128482	RNF112	-4.16e-02	6.44e-01
ENSG00000118816	CCNI	-1.93e-02	6.44e-01
ENSG00000107859	PITX3	 7.82e-02	6.44e-01
ENSG00000153956	CACNA2D1	-2.16e-02	6.44e-01
ENSG00000162636	FAM102B	-4.90e-02	6.44e-01
ENSG00000213297	ZNF625-ZNF20	-7.04e-02	6.44e-01
ENSG00000162373	BEND5	 3.62e-02	6.44e-01
ENSG00000171488	LRRC8C	-4.17e-02	6.44e-01
ENSG00000115392	FANCL	-2.71e-02	6.44e-01
ENSG00000121769	FABP3	-7.98e-02	6.44e-01
ENSG00000112695	COX7A2	-4.70e-02	6.45e-01
ENSG00000178695	KCTD12	-3.84e-02	6.45e-01
ENSG00000130518	KIAA1683	-8.00e-02	6.45e-01
ENSG00000189171	S100A13	-7.52e-02	6.45e-01
ENSG00000102048	ASB9	-9.97e-02	6.45e-01
ENSG00000119772	DNMT3A	 2.64e-02	6.45e-01
ENSG00000182628	SKA2	 2.29e-02	6.45e-01
ENSG00000185222	TCEAL9	-3.44e-02	6.45e-01
ENSG00000119326	CTNNAL1	 3.66e-02	6.45e-01
ENSG00000106624	AEBP1	 1.06e-01	6.46e-01
ENSG00000187676	B3GLCT	-4.81e-02	6.46e-01
ENSG00000079931	MOXD1	 1.17e-01	6.46e-01
ENSG00000129292	PHF20L1	 1.28e-02	6.46e-01
ENSG00000109685	NSD2	 1.28e-02	6.46e-01
ENSG00000197858	GPAA1	 2.13e-02	6.46e-01
ENSG00000174136	RGMB	-3.00e-02	6.46e-01
ENSG00000237765	FAM200B	-2.02e-02	6.46e-01
ENSG00000164619	BMPER	-5.57e-02	6.46e-01
ENSG00000180209	MYLPF	-6.03e-02	6.46e-01
ENSG00000134460	IL2RA	 1.20e-01	6.46e-01
ENSG00000182154	MRPL41	-5.93e-02	6.46e-01
ENSG00000157119	KLHL40	 5.54e-02	6.46e-01
ENSG00000268163	AC004076.9	 5.38e-02	6.46e-01
ENSG00000007264	MATK	 8.68e-02	6.47e-01
ENSG00000171109	MFN1	-1.08e-02	6.47e-01
ENSG00000132465	JCHAIN	 1.94e-01	6.47e-01
ENSG00000079739	PGM1	-3.76e-02	6.47e-01
ENSG00000130821	SLC6A8	 3.16e-02	6.47e-01
ENSG00000167311	ART5	 6.07e-02	6.47e-01
ENSG00000143502	SUSD4	-9.96e-02	6.47e-01
ENSG00000119547	ONECUT2	 1.35e-01	6.48e-01
ENSG00000284762	CTC-337B15.3	 3.23e-01	6.48e-01
ENSG00000181790	ADGRB1	-1.07e-01	6.48e-01
ENSG00000163125	RPRD2	-2.26e-02	6.48e-01
ENSG00000103168	TAF1C	 3.87e-02	6.48e-01
ENSG00000105568	PPP2R1A	 1.94e-02	6.48e-01
ENSG00000105072	C19orf44	-3.60e-02	6.48e-01
ENSG00000172663	TMEM134	 2.25e-02	6.48e-01
ENSG00000197956	S100A6	 9.41e-02	6.48e-01
ENSG00000108349	CASC3	-1.97e-02	6.48e-01
ENSG00000065621	GSTO2	-4.96e-02	6.48e-01
ENSG00000108395	TRIM37	-1.68e-02	6.48e-01
ENSG00000137038	TMEM261	-2.40e-02	6.48e-01
ENSG00000185917	SETD4	-1.92e-02	6.49e-01
ENSG00000100417	PMM1	 2.12e-02	6.49e-01
ENSG00000131931	THAP1	-2.90e-02	6.49e-01
ENSG00000016402	IL20RA	 1.29e-01	6.49e-01
ENSG00000214736	TOMM6	 2.41e-02	6.49e-01
ENSG00000186806	VSIG10L	 6.83e-02	6.49e-01
ENSG00000151773	CCDC122	-7.28e-02	6.50e-01
ENSG00000166822	TMEM170A	-2.19e-02	6.50e-01
ENSG00000175662	TOM1L2	-1.95e-02	6.50e-01
ENSG00000118363	SPCS2	 1.26e-02	6.50e-01
ENSG00000144648	ACKR2	 7.38e-02	6.50e-01
ENSG00000043514	TRIT1	 2.99e-02	6.50e-01
ENSG00000105364	MRPL4	-3.42e-02	6.50e-01
ENSG00000181513	ACBD4	 2.27e-02	6.51e-01
ENSG00000100461	RBM23	 2.05e-02	6.51e-01
ENSG00000149483	TMEM138	 2.59e-02	6.51e-01
ENSG00000116954	RRAGC	 2.33e-02	6.51e-01
ENSG00000103549	RNF40	 1.59e-02	6.51e-01
ENSG00000137558	PI15	-5.95e-02	6.51e-01
ENSG00000095917	TPSD1	 2.58e-01	6.51e-01
ENSG00000215472	RPL17-C18orf32	 1.53e-01	6.51e-01
ENSG00000196154	S100A4	-9.37e-02	6.51e-01
ENSG00000137494	ANKRD42	 2.68e-02	6.51e-01
ENSG00000269556	TMEM185A	-1.82e-02	6.51e-01
ENSG00000106392	C1GALT1	 1.99e-02	6.51e-01
ENSG00000234719	RP11-166B2.1	 6.78e-02	6.52e-01
ENSG00000139990	DCAF5	 1.70e-02	6.52e-01
ENSG00000197879	MYO1C	 3.38e-02	6.52e-01
ENSG00000150907	FOXO1	 5.62e-02	6.52e-01
ENSG00000088827	SIGLEC1	-5.16e-02	6.52e-01
ENSG00000128789	PSMG2	 1.98e-02	6.52e-01
ENSG00000118690	ARMC2	 2.82e-02	6.52e-01
ENSG00000167085	PHB	-2.33e-02	6.52e-01
ENSG00000182472	CAPN12	-1.05e-01	6.52e-01
ENSG00000182578	CSF1R	-5.98e-02	6.52e-01
ENSG00000100784	RPS6KA5	 2.83e-02	6.53e-01
ENSG00000169919	GUSB	-1.82e-02	6.53e-01
ENSG00000135776	ABCB10	 1.79e-02	6.53e-01
ENSG00000157045	NTAN1	 3.06e-02	6.53e-01
ENSG00000125734	GPR108	-2.38e-02	6.53e-01
ENSG00000164576	SAP30L	 1.50e-02	6.53e-01
ENSG00000147133	TAF1	-2.69e-02	6.53e-01
ENSG00000131386	GALNT15	-6.82e-02	6.53e-01
ENSG00000152270	PDE3B	-1.17e-01	6.53e-01
ENSG00000188611	ASAH2	-9.75e-02	6.54e-01
ENSG00000160447	PKN3	 3.02e-02	6.54e-01
ENSG00000136810	TXN	-3.02e-02	6.54e-01
ENSG00000167094	TTC16	 1.23e-01	6.54e-01
ENSG00000168002	POLR2G	 2.02e-02	6.54e-01
ENSG00000143633	C1orf131	 2.11e-02	6.54e-01
ENSG00000151466	SCLT1	 1.76e-02	6.54e-01
ENSG00000024526	DEPDC1	 6.53e-02	6.54e-01
ENSG00000142606	MMEL1	-1.20e-01	6.54e-01
ENSG00000162881	OXER1	-6.28e-02	6.54e-01
ENSG00000139624	CERS5	-2.32e-02	6.55e-01
ENSG00000151748	SAV1	 1.73e-02	6.55e-01
ENSG00000008869	HEATR5B	-3.38e-02	6.55e-01
ENSG00000136830	FAM129B	 3.49e-02	6.55e-01
ENSG00000130529	TRPM4	 2.70e-02	6.55e-01
ENSG00000187609	EXD3	-3.47e-02	6.55e-01
ENSG00000101460	MAP1LC3A	 4.01e-02	6.55e-01
ENSG00000113211	PCDHB6	 5.09e-02	6.55e-01
ENSG00000255561	FDXACB1	-2.82e-02	6.55e-01
ENSG00000171873	ADRA1D	-7.85e-02	6.55e-01
ENSG00000167291	TBC1D16	-4.18e-02	6.55e-01
ENSG00000152942	RAD17	 1.87e-02	6.56e-01
ENSG00000090924	PLEKHG2	 4.17e-02	6.56e-01
ENSG00000187713	TMEM203	-2.50e-02	6.56e-01
ENSG00000160271	RALGDS	-2.13e-02	6.56e-01
ENSG00000081377	CDC14B	-4.63e-02	6.56e-01
ENSG00000184613	NELL2	-7.59e-02	6.56e-01
ENSG00000153914	SREK1	-1.71e-02	6.56e-01
ENSG00000113368	LMNB1	 5.70e-02	6.56e-01
ENSG00000117751	PPP1R8	 1.37e-02	6.56e-01
ENSG00000079974	RABL2B	-2.83e-02	6.56e-01
ENSG00000268750	CTD-2583A14.10	 4.36e-02	6.56e-01
ENSG00000132749	MTL5	-9.90e-02	6.57e-01
ENSG00000104783	KCNN4	-8.21e-02	6.57e-01
ENSG00000163815	CLEC3B	-4.08e-02	6.57e-01
ENSG00000155330	C16orf87	 2.07e-02	6.57e-01
ENSG00000234828	RP11-526A4.1	 1.90e-01	6.57e-01
ENSG00000158825	CDA	 9.35e-02	6.57e-01
ENSG00000243660	ZNF487	-3.13e-02	6.57e-01
ENSG00000060688	SNRNP40	 1.51e-02	6.57e-01
ENSG00000164331	ANKRA2	 3.35e-02	6.57e-01
ENSG00000196911	KPNA5	-2.83e-02	6.57e-01
ENSG00000151276	MAGI1	 3.71e-02	6.57e-01
ENSG00000186417	GLDN	 8.22e-02	6.57e-01
ENSG00000233276	GPX1	-3.14e-02	6.57e-01
ENSG00000109189	USP46	-2.50e-02	6.57e-01
ENSG00000184009	ACTG1	-3.48e-02	6.57e-01
ENSG00000101104	PABPC1L	-4.60e-02	6.57e-01
ENSG00000180044	C3orf80	 8.79e-02	6.58e-01
ENSG00000169139	UBE2V2	-2.14e-02	6.58e-01
ENSG00000156671	SAMD8	 3.04e-02	6.58e-01
ENSG00000065883	CDK13	-1.89e-02	6.58e-01
ENSG00000248487	ABHD14A	 3.65e-02	6.58e-01
ENSG00000124116	WFDC3	-1.03e-01	6.58e-01
ENSG00000178201	VN1R1	-7.61e-02	6.58e-01
ENSG00000164610	RP9	-2.97e-02	6.58e-01
ENSG00000166780	C16orf45	-3.01e-02	6.58e-01
ENSG00000128849	CGNL1	 6.97e-02	6.59e-01
ENSG00000213221	DNLZ	 4.93e-02	6.59e-01
ENSG00000139278	GLIPR1	-4.68e-02	6.59e-01
ENSG00000100258	LMF2	 2.56e-02	6.59e-01
ENSG00000099800	TIMM13	 2.79e-02	6.59e-01
ENSG00000131375	CAPN7	-2.14e-02	6.60e-01
ENSG00000102996	MMP15	 4.20e-02	6.60e-01
ENSG00000153015	CWC27	-1.93e-02	6.60e-01
ENSG00000198937	CCDC167	 3.88e-02	6.60e-01
ENSG00000102466	FGF14	 8.66e-02	6.60e-01
ENSG00000161638	ITGA5	 4.12e-02	6.61e-01
ENSG00000137171	KLC4	 1.65e-02	6.61e-01
ENSG00000102974	CTCF	 1.18e-02	6.61e-01
ENSG00000011426	ANLN	 1.75e-01	6.61e-01
ENSG00000132664	POLR3F	 1.81e-02	6.61e-01
ENSG00000237190	CDKN2AIPNL	 3.19e-02	6.61e-01
ENSG00000117625	RCOR3	-1.71e-02	6.61e-01
ENSG00000253159	PCDHGA12	-3.36e-02	6.61e-01
ENSG00000125686	MED1	-1.43e-02	6.61e-01
ENSG00000136842	TMOD1	-2.59e-02	6.61e-01
ENSG00000284491	CTD-2265O21.8	 1.18e-01	6.61e-01
ENSG00000188133	TMEM215	-1.16e-01	6.61e-01
ENSG00000058056	USP13	 2.14e-02	6.61e-01
ENSG00000182118	FAM89A	 4.98e-02	6.61e-01
ENSG00000111845	PAK1IP1	 2.43e-02	6.61e-01
ENSG00000176971	FIBIN	 6.94e-02	6.61e-01
ENSG00000102755	FLT1	-4.24e-02	6.61e-01
ENSG00000221890	NPTXR	 5.85e-02	6.62e-01
ENSG00000181027	FKRP	 2.92e-02	6.62e-01
ENSG00000073921	PICALM	 1.99e-02	6.62e-01
ENSG00000122696	SLC25A51	 2.06e-02	6.62e-01
ENSG00000196591	HDAC2	 1.30e-02	6.62e-01
ENSG00000164733	CTSB	-2.81e-02	6.62e-01
ENSG00000164896	FASTK	 2.33e-02	6.62e-01
ENSG00000106809	OGN	-1.06e-01	6.62e-01
ENSG00000102218	RP2	-2.56e-02	6.63e-01
ENSG00000111875	ASF1A	-2.50e-02	6.63e-01
ENSG00000221916	C19orf73	 8.44e-02	6.63e-01
ENSG00000138675	FGF5	 1.64e-01	6.63e-01
ENSG00000001561	ENPP4	-2.48e-02	6.63e-01
ENSG00000100889	PCK2	 3.71e-02	6.63e-01
ENSG00000072121	ZFYVE26	-1.36e-02	6.63e-01
ENSG00000119682	AREL1	 1.37e-02	6.63e-01
ENSG00000239732	TLR9	 8.31e-02	6.63e-01
ENSG00000243232	PCDHAC2	-5.55e-02	6.63e-01
ENSG00000162520	SYNC	 3.64e-02	6.63e-01
ENSG00000075131	TIPIN	-3.37e-02	6.63e-01
ENSG00000145736	GTF2H2	-7.83e-02	6.64e-01
ENSG00000137210	TMEM14B	 1.99e-02	6.64e-01
ENSG00000163069	SGCB	 2.73e-02	6.64e-01
ENSG00000171747	LGALS4	 9.23e-02	6.64e-01
ENSG00000121766	ZCCHC17	 1.92e-02	6.64e-01
ENSG00000196227	FAM217B	-2.98e-02	6.64e-01
ENSG00000174371	EXO1	 9.17e-02	6.64e-01
ENSG00000167552	TUBA1A	-5.20e-02	6.64e-01
ENSG00000144228	SPOPL	-1.99e-02	6.64e-01
ENSG00000103353	UBFD1	-1.79e-02	6.64e-01
ENSG00000095794	CREM	 2.33e-02	6.64e-01
ENSG00000110330	BIRC2	 1.32e-02	6.64e-01
ENSG00000165731	RET	-9.38e-02	6.65e-01
ENSG00000128313	APOL5	 1.57e-01	6.65e-01
ENSG00000087842	PIR	-3.12e-02	6.65e-01
ENSG00000117155	SSX2IP	 4.60e-02	6.65e-01
ENSG00000186767	SPIN4	-3.00e-02	6.65e-01
ENSG00000277157	HIST1H4D	-7.08e-02	6.65e-01
ENSG00000186160	CYP4Z1	 6.40e-02	6.65e-01
ENSG00000079156	OSBPL6	 4.83e-02	6.65e-01
ENSG00000150510	FAM124A	 4.38e-02	6.65e-01
ENSG00000103653	CSK	 2.29e-02	6.65e-01
ENSG00000187098	MITF	 2.34e-02	6.65e-01
ENSG00000010295	IFFO1	 4.94e-02	6.66e-01
ENSG00000104356	POP1	 1.85e-02	6.66e-01
ENSG00000047597	XK	-3.32e-02	6.66e-01
ENSG00000126016	AMOT	-3.45e-02	6.66e-01
ENSG00000163633	C4orf36	-6.83e-02	6.66e-01
ENSG00000125898	FAM110A	 6.33e-02	6.66e-01
ENSG00000100294	MCAT	 2.71e-02	6.66e-01
ENSG00000163162	RNF149	-1.62e-02	6.66e-01
ENSG00000179965	ZNF771	 3.33e-02	6.66e-01
ENSG00000099337	KCNK6	-3.63e-02	6.66e-01
ENSG00000219438	FAM19A5	 1.60e-01	6.66e-01
ENSG00000090889	KIF4A	 9.50e-02	6.66e-01
ENSG00000137710	RDX	-1.33e-02	6.66e-01
ENSG00000166428	PLD4	 8.70e-02	6.67e-01
ENSG00000100478	AP4S1	-2.26e-02	6.67e-01
ENSG00000104412	EMC2	-1.71e-02	6.67e-01
ENSG00000196659	TTC30B	-3.24e-02	6.67e-01
ENSG00000175785	PRIMA1	-7.93e-02	6.67e-01
ENSG00000174231	PRPF8	-2.29e-02	6.67e-01
ENSG00000196290	NIF3L1	 2.18e-02	6.67e-01
ENSG00000132646	PCNA	-2.19e-02	6.67e-01
ENSG00000065000	AP3D1	-1.62e-02	6.67e-01
ENSG00000128578	STRIP2	-2.31e-02	6.67e-01
ENSG00000127564	PKMYT1	 6.36e-02	6.67e-01
ENSG00000133069	TMCC2	-5.42e-02	6.68e-01
ENSG00000011275	RNF216	 1.46e-02	6.68e-01
ENSG00000100528	CNIH1	-1.29e-02	6.68e-01
ENSG00000087087	SRRT	 1.66e-02	6.68e-01
ENSG00000180801	ARSJ	 4.88e-02	6.68e-01
ENSG00000102401	ARMCX3	-3.51e-02	6.68e-01
ENSG00000175826	CTDNEP1	 4.64e-02	6.68e-01
ENSG00000284773	RP11-244H3.5	 4.08e-02	6.68e-01
ENSG00000180376	CCDC66	-2.31e-02	6.68e-01
ENSG00000167522	ANKRD11	-2.60e-02	6.68e-01
ENSG00000177483	RBM44	 3.93e-02	6.68e-01
ENSG00000145730	PAM	 2.99e-02	6.68e-01
ENSG00000141956	PRDM15	 2.98e-02	6.68e-01
ENSG00000146250	PRSS35	-8.61e-02	6.68e-01
ENSG00000111962	UST	-3.87e-02	6.69e-01
ENSG00000127241	MASP1	-7.46e-02	6.69e-01
ENSG00000078967	UBE2D4	 2.10e-02	6.69e-01
ENSG00000157554	ERG	-3.13e-02	6.69e-01
ENSG00000153317	ASAP1	 3.39e-02	6.69e-01
ENSG00000158417	EIF5B	 1.55e-02	6.69e-01
ENSG00000139645	ANKRD52	-3.42e-02	6.69e-01
ENSG00000102858	MGRN1	 3.38e-02	6.69e-01
ENSG00000164219	PGGT1B	 1.62e-02	6.69e-01
ENSG00000157617	C2CD2	-3.46e-02	6.69e-01
ENSG00000121350	PYROXD1	-1.50e-02	6.69e-01
ENSG00000126088	UROD	 1.54e-02	6.69e-01
ENSG00000183828	NUDT14	 2.94e-02	6.69e-01
ENSG00000161618	ALDH16A1	 2.61e-02	6.69e-01
ENSG00000103710	RASL12	-2.98e-02	6.70e-01
ENSG00000171612	SLC25A33	-7.42e-02	6.70e-01
ENSG00000134285	FKBP11	 3.43e-02	6.70e-01
ENSG00000164916	FOXK1	 2.44e-02	6.70e-01
ENSG00000214694	ARHGEF33	-4.71e-02	6.70e-01
ENSG00000134516	DOCK2	 5.32e-02	6.70e-01
ENSG00000147576	ADHFE1	-4.09e-02	6.70e-01
ENSG00000176076	KCNE5	-1.98e-01	6.70e-01
ENSG00000121940	CLCC1	-1.58e-02	6.70e-01
ENSG00000112246	SIM1	 1.13e-01	6.70e-01
ENSG00000120254	MTHFD1L	 6.37e-02	6.70e-01
ENSG00000117528	ABCD3	 1.78e-02	6.70e-01
ENSG00000159650	UROC1	 9.09e-02	6.70e-01
ENSG00000144857	BOC	-3.63e-02	6.70e-01
ENSG00000197892	KIF13B	-2.78e-02	6.70e-01
ENSG00000125818	PSMF1	-1.89e-02	6.70e-01
ENSG00000101255	TRIB3	-6.38e-02	6.70e-01
ENSG00000172269	DPAGT1	-1.68e-02	6.71e-01
ENSG00000163558	PRKCI	-1.74e-02	6.71e-01
ENSG00000164638	SLC29A4	-9.49e-02	6.71e-01
ENSG00000154511	FAM69A	-3.49e-02	6.71e-01
ENSG00000157036	EXOG	-3.14e-02	6.71e-01
ENSG00000250506	CDK3	 3.48e-02	6.71e-01
ENSG00000148399	DPH7	-1.59e-02	6.71e-01
ENSG00000266967	AARSD1	 1.65e-02	6.71e-01
ENSG00000144868	TMEM108	 5.46e-02	6.71e-01
ENSG00000141458	NPC1	 2.12e-02	6.71e-01
ENSG00000153560	UBP1	-1.78e-02	6.71e-01
ENSG00000164434	FABP7	-2.37e-01	6.71e-01
ENSG00000110395	CBL	-2.91e-02	6.71e-01
ENSG00000177875	CCDC184	 6.62e-02	6.71e-01
ENSG00000033122	LRRC7	 8.90e-02	6.72e-01
ENSG00000172409	CLP1	 2.39e-02	6.72e-01
ENSG00000103042	SLC38A7	 3.70e-02	6.72e-01
ENSG00000198400	NTRK1	 6.45e-02	6.72e-01
ENSG00000006740	ARHGAP44	-4.62e-02	6.72e-01
ENSG00000171824	EXOSC10	-1.99e-02	6.72e-01
ENSG00000152154	TMEM178A	 4.75e-02	6.72e-01
ENSG00000124459	ZNF45	-1.92e-02	6.72e-01
ENSG00000136159	NUDT15	-3.25e-02	6.72e-01
ENSG00000137656	BUD13	 1.92e-02	6.72e-01
ENSG00000145242	EPHA5	-1.23e-01	6.72e-01
ENSG00000132541	RIDA	-2.92e-02	6.72e-01
ENSG00000180353	HCLS1	 3.27e-02	6.72e-01
ENSG00000204060	FOXO6	-7.10e-02	6.72e-01
ENSG00000131781	FMO5	-3.07e-02	6.73e-01
ENSG00000175564	UCP3	 8.67e-02	6.73e-01
ENSG00000284626	RP11-697E2.13	-1.35e-01	6.73e-01
ENSG00000150394	CDH8	-4.92e-02	6.73e-01
ENSG00000205609	EIF3CL	 3.35e-02	6.73e-01
ENSG00000167600	CYP2S1	-8.81e-02	6.73e-01
ENSG00000182809	CRIP2	-3.78e-02	6.73e-01
ENSG00000144744	UBA3	 1.35e-02	6.73e-01
ENSG00000204323	SMIM5	 5.74e-02	6.73e-01
ENSG00000162384	C1orf123	 1.56e-02	6.74e-01
ENSG00000100982	PCIF1	 2.14e-02	6.74e-01
ENSG00000123595	RAB9A	 2.15e-02	6.74e-01
ENSG00000121413	ZSCAN18	-3.44e-02	6.74e-01
ENSG00000127334	DYRK2	-3.27e-02	6.74e-01
ENSG00000080823	MOK	 3.42e-02	6.74e-01
ENSG00000204843	DCTN1	 1.46e-02	6.74e-01
ENSG00000146729	GBAS	 2.72e-02	6.74e-01
ENSG00000170500	LONRF2	-3.46e-02	6.74e-01
ENSG00000111596	CNOT2	-1.06e-02	6.74e-01
ENSG00000107833	NPM3	 3.02e-02	6.74e-01
ENSG00000204256	BRD2	-1.94e-02	6.74e-01
ENSG00000147654	EBAG9	-2.36e-02	6.74e-01
ENSG00000100142	POLR2F	 2.26e-02	6.74e-01
ENSG00000204152	TIMM23B	-2.61e-02	6.74e-01
ENSG00000140092	FBLN5	 3.72e-02	6.75e-01
ENSG00000197958	RPL12	 2.62e-02	6.75e-01
ENSG00000232629	HLA-DQB2	-2.26e-01	6.75e-01
ENSG00000088038	CNOT3	-2.84e-02	6.75e-01
ENSG00000174444	RPL4	-1.74e-02	6.75e-01
ENSG00000168958	MFF	 1.75e-02	6.75e-01
ENSG00000196498	NCOR2	 4.03e-02	6.75e-01
ENSG00000157693	C9orf91	 2.74e-02	6.75e-01
ENSG00000089006	SNX5	-1.72e-02	6.75e-01
ENSG00000158286	RNF207	 8.18e-02	6.75e-01
ENSG00000152061	RABGAP1L	-2.86e-02	6.75e-01
ENSG00000147010	SH3KBP1	 4.17e-02	6.76e-01
ENSG00000011600	TYROBP	-6.92e-02	6.76e-01
ENSG00000213199	ASIC3	 3.76e-02	6.76e-01
ENSG00000136068	FLNB	 3.86e-02	6.76e-01
ENSG00000036448	MYOM2	-3.71e-02	6.76e-01
ENSG00000137133	HINT2	-3.15e-02	6.77e-01
ENSG00000131037	EPS8L1	-5.84e-02	6.77e-01
ENSG00000115138	POMC	 1.55e-01	6.77e-01
ENSG00000152670	DDX4	-9.45e-02	6.77e-01
ENSG00000176160	HSF5	 7.15e-02	6.77e-01
ENSG00000162878	PKDCC	 4.93e-02	6.77e-01
ENSG00000125863	MKKS	-3.20e-02	6.77e-01
ENSG00000144229	THSD7B	 8.85e-02	6.77e-01
ENSG00000178982	EIF3K	-2.61e-02	6.77e-01
ENSG00000248746	ACTN3	 2.11e-01	6.78e-01
ENSG00000108950	FAM20A	 3.91e-02	6.78e-01
ENSG00000213186	TRIM59	-5.19e-02	6.78e-01
ENSG00000135077	HAVCR2	-4.56e-02	6.78e-01
ENSG00000215193	PEX26	 1.66e-02	6.78e-01
ENSG00000154217	PITPNC1	 3.51e-02	6.78e-01
ENSG00000187792	ZNF70	-2.12e-02	6.78e-01
ENSG00000105136	ZNF419	-2.73e-02	6.78e-01
ENSG00000197157	SND1	 1.56e-02	6.78e-01
ENSG00000176641	RNF152	-4.03e-02	6.78e-01
ENSG00000116962	NID1	 3.01e-02	6.79e-01
ENSG00000042317	SPATA7	 3.31e-02	6.79e-01
ENSG00000274512	TBC1D3L	-2.40e-01	6.79e-01
ENSG00000141424	SLC39A6	 1.64e-02	6.79e-01
